"","u.dispersal","bf0","bf1","bf2","LDD","mu.est","beta.est","alpha.est","dis.est","mu.inht","dis.inht","beta.inht","alpha.inht","scale.inht","shape.inht","mu.ss","beta.ss","size.ss","mu.sg","alpha.sg","dis.sg","size.sg","beta.sg","scale.sg","shape.sg","aht","bht","sigma","a.switch","b.switch","alpha.as","alpha.ag","dis.as","dis.ag","G.g","P.g","G.s","P.s","a.shape","a.sig","b.shape","b.sig"
"21",2464.966848,1.12714737,0.001355143,-0.125374829,0.28931703,-2.45,-0.8293,-0.02826,0.111,4.93967589304946,1.00131,0.248255,0.0198562,0.851612774440552,0.00440288729354774,0.432093638,-0.040352137,0.135526188,5.09852848477853,-3.99904314876673,1.41970295781639,0.197233793403321,-0.163698056662461,22.8280290533149,0.200437782437478,-0.930912656,0.008750062,0.160656446,-53.19028512,23.21695886,-0.933026532,-0.099207725,0.974541869,1.851959637,15.47558021,4.90465423,0.076784526,3.257082897,-6.57976139,0.073799752,0.329970495,0.902021323
"22",846.8937706,1.358400038,0.001346589,-0.12536998,0.226325704,-2.859,-0.6221,-0.02153,0.06085,4.89452969875057,1.54057,-0.0265531,0.0262001,0.853193587800944,0.0919063801507112,0.340588427,-0.021487282,0.138959948,5.95065374532722,-3.73339911768142,1.22401348518092,0.189774789944877,-0.193215421947391,23.7287735047361,0.199424025080318,-0.918467967,0.008536217,0.166721654,-68.45740576,30.00649214,-1.059592248,-0.303454916,0.776701929,1.704950841,14.027088,4.921668576,1.213432687,3.125417399,-10.51980841,0.073941299,10.97709685,0.907458449
"23",3092.958719,1.246772167,0.001318673,-0.124847373,0.308007914,-2.209,-0.7019,-0.01844,0.03982,4.70719521166822,0.883134,-0.0265447,-0.015017,0.841143877712749,-0.031210794578946,0.587270811,-0.019700527,0.10517161,5.05840722359507,-7.72698661766045,1.51304130708967,0.199701034387638,-0.168624044398119,21.4912255759669,0.149857464367704,-0.94866336,0.008816007,0.151836368,-37.77882553,16.58299447,-1.199865178,-0.139074179,0.575821889,1.385121422,13.39486909,4.865996736,-0.564863864,3.250810584,-4.88762905,0.080908301,-6.379245022,0.856426673
"24",3353.729138,1.944857089,0.001365024,-0.124532636,0.319262447,-2.533,-0.6179,-0.02795,0.205,4.9253846418908,0.895615,0.318222,-0.0303983,0.938478636285957,0.012683774316332,0.606274336,-0.029364479,0.128844834,4.85738477063633,-1.10309801538468,0.830004299053784,0.170604927584349,-0.172142561006911,21.8509276661252,0.166711362479152,-0.852008134,0.00820018,0.135495904,-50.32551664,21.69029815,-1.240010418,-0.181147266,0.809685314,1.690349644,11.2699682,4.878840109,1.096510918,3.275777367,-7.711431229,0.076971257,2.024929194,0.899050864
"25",5203.835348,1.038425419,0.001351361,-0.124611581,0.488614952,-2.563,-0.776,-0.02448,0.2593,4.94557985289956,0.930373,-0.37895,-0.0285289,0.938894493473536,-0.06118531299282,0.705562673,-0.042152549,0.124969176,5.73704794661423,-8.5456096620179,1.63250691816591,0.135568135364266,-0.0722329969330487,20.9067586760535,0.14695565599595,-0.774651028,0.00771498,0.132527239,-39.00341117,17.13273413,-1.757445564,-0.226329133,0.8873033,1.573997995,14.62727988,4.913490702,-0.118481419,3.259091562,-19.87116822,0.076792407,-21.14627216,0.888216669
"26",1136.010864,1.656997504,0.001349529,-0.1259526,0.172551427,-2.33,-0.7191,-0.02504,0.08794,4.92785599742618,1.83833,-0.0616591,-0.170609,0.854043382228865,0.0656126258718025,0.233780917,-0.020682908,0.13627975,6.28785685024767,-0.503226096740939,0.504736948135973,0.143574630621761,-0.135707711189426,23.1687779200813,0.147117748926584,-0.849735806,0.008022209,0.151282763,-24.08862345,10.42463196,-0.014663425,-0.159975887,-4.178604331,1.817931696,11.18484997,4.902427908,2.18288156,3.282850826,-3.379447189,0.068881096,-3.788144765,0.929023569
"27",1028.431417,2.566034867,0.001353475,-0.124497689,0.133950519,-2.399,-0.7186,-0.02744,0.1478,4.59213249917459,0.908177,0.14096,-0.040652,0.932641719466726,0.0279660873734014,0.312216265,-0.040773896,0.147511849,5.07936223374853,-3.92959025733528,1.55577363138227,0.153627583923086,-0.0846500740339068,22.5830954472963,0.0975229240410059,-0.782574697,0.007859117,0.138346779,-71.08290533,31.30277732,-1.027683038,-0.273673954,0.646088795,1.780362195,17.14454976,4.906893823,3.034249709,3.375048075,-8.567822975,0.078860544,-4.688308811,0.888572436
"28",3423.01429,1.259608834,0.001342265,-0.123967843,0.347646728,-2.528,-1.388,-0.02953,0.2586,5.04906410365707,0.78416,0.543982,-0.039667,0.961079865126699,0.042685822748091,0.880820238,-0.043244915,0.100227102,8.70823443375991,-9.44358216819833,1.57386483268004,0.155794268762412,-0.191776200184045,21.7772467789787,0.11256841811027,-1.035754075,0.009176382,0.139637599,-37.99744036,16.63768086,-0.479284285,-0.241344385,0.954659492,1.620170157,8.180718904,5.014228087,-1.241940127,3.299337798,-14.41846012,0.079928838,-0.721585713,0.872063807
"29",2631.192236,1.862433255,0.001359163,-0.124688821,0.354176948,-2.29,-0.8787,-0.02285,0.2006,4.88159925048638,1.31869,-0.0933603,-0.0400179,0.874982073807757,-0.0153193725016698,-0.075938664,-0.021521891,0.171701047,4.68313316221872,-6.69086272264692,1.61280358113313,0.151913483723578,-0.148956560180348,22.7258346360489,0.129188052477792,-0.904354443,0.008714418,0.153520737,-12.10204177,5.31892413,-0.167935409,-0.127132946,1.206025472,1.502039796,9.509076515,4.912915462,-1.92536819,3.269019692,-19.07110864,0.083007355,4.976056624,0.857017766
"30",1368.42908,1.115426134,0.001355628,-0.12534235,0.303883545,-2.579,-0.9806,-0.0368,0.3041,4.96889814751802,1.16798,-0.148828,-0.0143431,0.845682120474775,-0.0377597863854638,0.273555794,-0.023342141,0.13631883,6.28733434580862,-5.54263928276613,1.46717694114661,0.179347107588886,-0.101435553574831,21.0569566906377,0.110650935565637,-0.556895613,0.006583357,0.146957024,-48.6346028,20.97762885,-0.908053865,-0.168293885,0.795415297,1.283774369,10.93518261,4.941609907,0.710913004,3.362819714,-25.87157791,0.07742233,6.785638233,0.896699631
"31",2612.755883,1.861312858,0.001330227,-0.124700984,0.288366756,-2.787,-0.5742,-0.03125,0.5373,4.92789221944079,1.31947,0.192169,-0.0142893,0.887483000347592,-0.0525412698815987,0.691239785,-0.054303181,0.132271784,5.03486138563902,-1.61521615225697,0.955202895682715,0.181898252356312,-0.177625252543079,20.7913070757133,0.146845038967979,-0.833644523,0.007946127,0.141946706,-34.55886891,15.31017931,-1.491085375,-0.202861967,0.742548169,2.162759981,16.11490776,4.872090143,-2.044565519,3.192131959,-7.327712385,0.069630037,2.624030593,0.925781984
"32",1383.359226,1.530934938,0.001316768,-0.12428123,0.325014252,-2.651,-1.125,-0.03982,0.5277,5.0296496983086,0.984851,0.0753715,-0.0364466,0.844057692973229,-0.0396335988825512,0.605147969,-0.04949969,0.112310494,7.65802755959858,-2.48691224423046,1.15218817501941,0.172365190578529,-0.130139250659902,22.0807989503284,0.0659441637517597,-0.663211495,0.007166314,0.171829346,-18.38295456,7.823393858,-1.123629555,-0.222394246,0.743529687,1.515790859,16.34998582,4.948766899,1.232614737,3.233008216,-2.998329015,0.079582911,2.587014101,0.882326898
"33",1620.962815,2.067666438,0.001326444,-0.124219768,0.24761255,-2.451,-0.776,-0.02595,0.147,4.83962634777279,1.38603,-0.25047,-0.0807851,0.874771292441997,0.00143037312898208,0.460111554,-0.018157599,0.147601612,4.66724803063601,-7.79305116921275,1.5838712680862,0.200919844015444,-0.202035388067966,22.2519583110037,0.210256652726217,-0.998621607,0.008871353,0.164328155,-51.26946112,22.92781331,-0.258325092,-0.078831904,1.084472543,1.290390019,11.23081633,4.951623447,-0.672186451,3.202977349,-6.271297212,0.07553214,0.258324199,0.901732933
"34",2179.241663,1.041478086,0.001356743,-0.125739756,0.36422746,-2.482,-0.4291,-0.02473,0.3104,4.97802507608498,1.72299,-0.0775341,-0.0979582,0.949134263357461,-0.0389900035357798,-0.162883542,-0.047856122,0.173716043,4.14480837955521,-11.5832706765493,1.80631788671571,0.192956217546745,-0.127809164508394,22.8665909453849,0.108000209734039,-0.799819393,0.00795238,0.154109214,-32.5279785,14.37750849,-0.930220128,-0.151412977,0.794987163,1.465170369,15.14561131,4.922489454,-0.04575692,3.297654465,-13.36198489,0.076501678,-11.45998566,0.888381828
"35",1768.446722,3.030597404,0.001379405,-0.125640085,0.228246358,-2.53,-0.9192,-0.04591,0.4468,4.91102732154741,0.781124,0.207535,-0.00165097,0.984215951921839,0.000818531727951533,0.223875685,-0.047501394,0.147989761,4.5313184146315,-3.76508180095263,1.40436706773865,0.165970051530646,-0.120526221016054,22.3065091836478,0.12492999548513,-0.91310564,0.008623226,0.157092592,-47.57227354,20.87561005,-0.83381898,-0.225343552,1.042150381,1.774219555,9.094815075,4.875395607,1.83544467,3.156928289,-7.047700953,0.072028996,-8.668993924,0.912822684
"36",2637.00518,1.571283993,0.001344052,-0.124643982,0.453047246,-2.621,-0.7847,-0.02547,0.1461,5.02473209399289,1.52508,-0.23752,-0.0634317,0.927627944221075,-0.0539094601434001,0.685316763,-0.035377922,0.120578031,5.85962880944413,-1.49227528692359,0.935158332560399,0.157791464941223,-0.122241635984444,23.0065844711623,0.180103360785784,-0.654223318,0.007133763,0.142225498,-18.35512605,8.29358143,-0.606966647,-0.125707708,0.884336202,1.774500879,8.589160679,4.88655163,-0.508622311,3.346082791,-11.28783588,0.072620056,3.856678455,0.911082558
"37",1244.830353,1.240853864,0.001331779,-0.12411893,0.372187769,-2.66,-0.6241,-0.04208,0.3587,4.8151557776348,1.22949,-0.0789022,-0.00251204,0.898679765263838,0.0116986334442167,0.534045872,-0.031686343,0.122970337,8.11109043279204,-3.04420891201767,1.17505717243854,0.184666769748388,-0.157716847014041,21.7121533615546,0.0407481845544544,-0.642491066,0.007013992,0.150023705,-57.66603387,24.96857937,-0.593658346,-0.216197476,0.979863149,2.115311746,14.58473901,4.899160607,1.708604447,3.276841243,-5.904070713,0.077876299,14.49181234,0.893022733
"38",2471.853663,2.777489083,0.001366032,-0.124362221,0.312496322,-2.482,-0.7772,-0.02155,0.05314,4.62744402493001,1.3099,0.110871,-0.0539942,0.811017966916634,-0.0140297916115337,0.609972471,-0.029370778,0.12880708,4.96108764896364,-5.15073629253708,1.32161563604001,0.193398631121318,-0.236822188106576,22.6072299720199,0.218829045692838,-0.75268086,0.007696251,0.156220553,-50.24513337,22.27664366,-0.63747372,-0.044021327,0.456162908,1.321283111,11.40426719,4.89317873,-1.961416214,3.241386503,-24.15753757,0.078649422,1.038868325,0.882659355
"39",2358.332985,1.194987237,0.001365557,-0.124622778,0.371497762,-2.513,-0.8557,-0.02589,0.1017,4.86511193922487,1.14973,-0.0957766,0.0173488,0.902453835996957,-0.0236014549417972,0.879827927,-0.037424328,0.101445493,6.88310459981618,-0.649953976070836,0.628327384815158,0.150232822528315,-0.1093182165502,22.7957295024642,0.142663278519172,-0.718925733,0.007463275,0.169588207,-15.18893597,6.410930513,-0.642986305,-0.17820764,0.750610531,1.381953355,14.49393256,4.916839722,-0.283443906,3.281697064,-5.019189032,0.082273095,-4.026198985,0.871581474
"40",2375.695177,1.010774874,0.001334557,-0.125146035,0.501692594,-2.498,-0.895,-0.04062,0.3099,5.03233021488491,1.54205,0.0152186,-0.105853,0.854977081547453,-0.0218055301785918,0.614668036,-0.052201832,0.114985214,9.48519106097949,-4.46709447438314,1.29592626757478,0.127579316983191,-0.0699278937039346,22.3104298873855,0.164021728378141,-0.882976532,0.008244269,0.144050147,-15.21987138,6.871794033,-1.610080881,-0.162371338,0.765217466,1.487619654,8.308246456,4.920697254,-0.483905554,3.243059181,-5.680999661,0.075763909,9.799521398,0.892746244
"41",3652.441057,1.540334574,0.001346284,-0.124900666,0.555157794,-2.41,-0.8403,-0.02494,0.1429,5.00272332015883,1.83976,-0.181817,-0.0931139,0.922039976581261,-0.0726727982596869,0.271293089,-0.056956559,0.150720707,4.36304601660413,-6.36624614840431,1.44269841977179,0.180412835378628,-0.154868033650602,22.5906674463839,0.243897710248003,-0.713973776,0.007543182,0.155041582,-17.33396573,7.52692192,-0.977359651,-0.176103523,0.978403374,1.586205489,9.383078905,4.943067943,-0.212921998,3.248038973,-15.59959636,0.073919676,0.257228387,0.906280678
"42",1097.333406,1.396062457,0.001369916,-0.125127578,0.394550222,-2.608,-0.9583,-0.03626,0.4173,4.90928631992918,1.305,-0.285367,-0.0325251,0.858465789416247,0.0655680441619908,0.224959163,-0.021349013,0.157878864,4.24326084745363,-3.98242928490749,1.30945167722941,0.184659201137691,-0.173688122728628,22.557667617478,0.148909005033556,-0.945744283,0.008599678,0.137035656,-30.76454445,13.97663225,-0.553124786,-0.145595451,0.683671413,1.537008385,11.88109648,4.908757846,1.454335989,3.265390192,-6.379698544,0.073913458,0.464421506,0.908298547
"43",3617.288394,1.554234067,0.001336692,-0.124683882,0.298003308,-2.484,-0.7971,-0.02119,0.03933,4.89802873641611,0.779887,-0.170818,-0.0166737,0.804126864084671,-0.012969305079598,0.470064927,-0.059255199,0.136149964,4.01476102737433,-4.51935055445763,1.4096674361868,0.169651596297402,-0.192709228363805,21.4607373951817,0.18049253122448,-0.959898991,0.00888811,0.153869254,-78.91555704,34.45006871,-1.327495108,-0.192602373,0.726430884,1.477481589,4.557054119,4.949604357,-1.774668828,3.199359093,-5.294873646,0.074540921,-7.431198867,0.901006694
"44",1512.182061,1.267334801,0.001352218,-0.124584015,0.466851651,-2.832,-0.4659,-0.03004,0.1441,4.90772773072485,1.24134,0.0807476,0.00198467,0.985305505161429,-0.0546153322166827,0.801644627,-0.052092841,0.106864129,8.00301289140524,-4.27684114746199,1.34394607264246,0.160816554676029,-0.141965547750349,22.1960359994141,0.0692432875492126,-0.834789274,0.008144348,0.132132348,-45.32830869,20.66020769,-1.047293362,-0.161498469,0.566505893,1.535623998,11.45350369,4.976926238,-1.048132006,3.304081222,-9.672433892,0.076741931,4.520101726,0.894053201
"45",2295.544049,1.04000866,0.001341143,-0.125470288,0.338041465,-2.262,-0.5712,-0.02316,0.02282,4.71538986864949,2.29917,-0.460844,0.0655229,0.854839566022259,-0.0138429022141671,0.099230197,-0.037888847,0.149740562,6.55430894025323,-2.76225110873058,1.19675240529972,0.151166872280135,-0.168384968630939,21.8547903064591,0.0607025532371759,-0.746510271,0.007328084,0.134118516,-59.26955904,25.39196737,-0.779126446,-0.155937644,0.780129209,1.338530212,45.75898808,4.933756426,7.318594611,3.307419849,-12.01721531,0.08197223,4.005442239,0.870138207
"46",294.1808876,1.598747134,0.001350846,-0.125047102,0.005636193,-2.238,-0.5811,-0.03992,0.3646,4.82542841086975,1.19111,0.158406,-0.01879,0.923376187653807,-0.00957117587081757,0.883814472,-0.020635541,0.127438326,4.59831143356761,-1.43766715093733,0.966894676045507,0.142935798253642,-0.136297729785747,22.3459204824692,0.161527904752981,-0.964149831,0.008640505,0.124551122,-14.57645177,6.591842391,-0.590190651,-0.212696529,0.994632313,1.485838303,12.84463306,4.945235905,-0.672029445,3.281841575,-9.486697886,0.078495842,-0.495793122,0.883083803
